latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,acq_date
33.4123,-110.8676,305.4,2.6,1.5,606,Terra,MODIS,64,6.03,280.1,42.3,N,2,2018-11-01
37.1644,-119.2806,314.3,1.0,1.0,607,Terra,MODIS,89,6.03,273.5,18.0,N,0,2018-11-01
45.8674,-121.2274,304.4,1.1,1.0,610,Terra,MODIS,60,6.03,279.0,10.7,N,0,2018-11-01
26.4879,-80.7354,302.3,1.1,1.0,706,Aqua,MODIS,48,6.03,290.2,7.1,N,0,2018-11-01
45.8697,-121.2302,306.8,1.0,1.0,1019,Aqua,MODIS,48,6.03,275.2,12.5,N,0,2018-11-01
38.7782,-106.4863,308.5,1.0,1.0,1808,Terra,MODIS,58,6.03,267.4,15.0,D,0,2018-11-01
38.9137,-105.0483,305.7,1.1,1.1,1808,Terra,MODIS,58,6.03,269.4,13.7,D,0,2018-11-01
33.4169,-110.8681,314.2,1.0,1.0,1809,Terra,MODIS,73,6.03,293.5,10.2,D,2,2018-11-01
35.1761,-111.7298,318.4,1.2,1.1,1809,Terra,MODIS,78,6.03,283.6,21.0,D,0,2018-11-01
35.1746,-111.7175,309.8,1.2,1.1,1809,Terra,MODIS,69,6.03,284.5,12.4,D,0,2018-11-01
33.7377,-106.9034,367.9,1.1,1.1,1809,Terra,MODIS,100,6.03,291.5,127.3,D,0,2018-11-01
33.7357,-106.8917,319.0,1.1,1.1,1809,Terra,MODIS,79,6.03,289.4,19.1,D,0,2018-11-01
33.7334,-106.9113,341.7,1.1,1.1,1809,Terra,MODIS,92,6.03,288.9,53.5,D,0,2018-11-01
33.7315,-106.8995,349.9,1.1,1.1,1809,Terra,MODIS,96,6.03,290.8,72.4,D,0,2018-11-01
33.915,-109.3517,301.2,1.0,1.0,1809,Terra,MODIS,40,6.03,281.2,6.6,D,0,2018-11-01
33.4154,-110.8571,308.8,1.0,1.0,1809,Terra,MODIS,65,6.03,294.9,6.0,D,2,2018-11-01
30.6357,-97.8671,303.3,4.5,2.0,1809,Terra,MODIS,56,6.03,289.2,44.7,D,0,2018-11-01
30.6241,-97.8208,300.3,4.5,2.0,1809,Terra,MODIS,24,6.03,289.0,30.7,D,0,2018-11-01
30.6358,-97.8727,300.7,4.5,2.0,1809,Terra,MODIS,40,6.03,289.3,35.3,D,0,2018-11-01
30.6244,-97.8262,301.9,4.5,2.0,1809,Terra,MODIS,50,6.03,289.1,41.7,D,0,2018-11-01
33.2664,-112.7835,326.4,1.2,1.1,1809,Terra,MODIS,79,6.03,296.4,26.0,D,0,2018-11-01
33.0009,-110.7773,304.9,1.0,1.0,1809,Terra,MODIS,50,6.03,279.6,5.7,D,2,2018-11-01
32.9994,-110.7664,313.3,1.0,1.0,1809,Terra,MODIS,71,6.03,279.7,11.8,D,2,2018-11-01
34.8298,-120.4624,326.0,3.9,1.8,1809,Terra,MODIS,82,6.03,295.9,138.2,D,0,2018-11-01
34.824,-120.4706,327.9,3.9,1.8,1809,Terra,MODIS,83,6.03,296.2,153.8,D,0,2018-11-01
29.5521,-100.2097,305.2,3.4,1.7,1810,Terra,MODIS,61,6.03,288.2,40.6,D,0,2018-11-01
29.5444,-100.175,308.2,3.4,1.7,1810,Terra,MODIS,67,6.03,288.4,52.2,D,0,2018-11-01
29.5469,-100.2057,308.9,3.4,1.7,1810,Terra,MODIS,68,6.03,288.5,54.1,D,0,2018-11-01
29.5389,-100.1708,305.5,3.4,1.7,1810,Terra,MODIS,61,6.03,288.5,41.4,D,0,2018-11-01
26.065,-97.5951,306.8,1.1,1.0,1943,Aqua,MODIS,64,6.03,287.6,5.4,D,0,2018-11-01
26.6201,-98.5713,309.6,1.1,1.1,1943,Aqua,MODIS,61,6.03,296.0,6.6,D,0,2018-11-01
31.9921,-98.1062,306.9,1.0,1.0,1944,Aqua,MODIS,64,6.03,291.4,6.8,D,0,2018-11-01
32.1038,-101.6925,307.7,1.4,1.2,1944,Aqua,MODIS,36,6.03,287.7,10.3,D,0,2018-11-01
32.1063,-101.6784,307.5,1.4,1.2,1944,Aqua,MODIS,43,6.03,288.1,10.1,D,0,2018-11-01
32.5853,-98.5798,301.0,1.0,1.0,1944,Aqua,MODIS,31,6.03,285.3,4.8,D,0,2018-11-01
32.5763,-98.5778,302.2,1.0,1.0,1944,Aqua,MODIS,31,6.03,286.1,5.5,D,0,2018-11-01
31.4941,-103.5299,302.2,1.8,1.3,1944,Aqua,MODIS,51,6.03,291.6,7.3,D,0,2018-11-01
32.1377,-97.9905,311.1,1.0,1.0,1944,Aqua,MODIS,70,6.03,290.3,9.9,D,0,2018-11-01
31.0147,-98.7611,311.5,1.1,1.0,1944,Aqua,MODIS,71,6.03,291.7,10.4,D,0,2018-11-01
30.6247,-97.862,321.8,1.0,1.0,1944,Aqua,MODIS,81,6.03,295.2,17.5,D,0,2018-11-01
30.6263,-97.8516,333.1,1.0,1.0,1944,Aqua,MODIS,88,6.03,295.3,31.2,D,0,2018-11-01
29.5483,-100.1949,316.0,1.3,1.1,1944,Aqua,MODIS,76,6.03,291.8,17.3,D,0,2018-11-01
29.5363,-100.2054,323.8,1.3,1.1,1944,Aqua,MODIS,83,6.03,292.3,27.8,D,0,2018-11-01
29.5385,-100.1927,341.5,1.3,1.1,1944,Aqua,MODIS,92,6.03,292.6,61.8,D,0,2018-11-01
35.746,-97.0214,303.7,1.0,1.0,1945,Aqua,MODIS,57,6.03,286.0,6.7,D,0,2018-11-01
33.7233,-106.9066,301.6,2.7,1.6,1945,Aqua,MODIS,42,6.03,272.3,25.0,D,0,2018-11-01
40.879,-121.1243,300.9,3.0,1.6,1945,Terra,MODIS,29,6.03,286.0,18.5,D,0,2018-11-01
42.8855,-123.5852,327.0,1.9,1.3,1945,Terra,MODIS,80,6.03,286.8,67.2,D,0,2018-11-01
39.2495,-96.9033,343.9,1.1,1.1,1946,Aqua,MODIS,93,6.03,291.9,58.6,D,0,2018-11-01
37.9184,-120.0447,313.7,4.2,1.9,1946,Terra,MODIS,73,6.03,279.9,100.4,D,0,2018-11-01
37.9048,-120.042,309.8,4.2,1.9,1946,Terra,MODIS,61,6.03,282.0,77.4,D,0,2018-11-01
37.9214,-120.0365,307.7,4.2,1.9,1946,Terra,MODIS,65,6.03,277.9,65.7,D,0,2018-11-01
39.1642,-121.4885,312.5,3.2,1.7,1946,Terra,MODIS,68,6.03,288.5,49.7,D,0,2018-11-01
39.3442,-121.7079,305.2,3.0,1.7,1946,Terra,MODIS,61,6.03,292.3,16.9,D,0,2018-11-01
39.3361,-121.6743,305.4,3.0,1.7,1946,Terra,MODIS,58,6.03,292.0,17.0,D,0,2018-11-01
39.3439,-121.7029,307.3,3.0,1.7,1946,Terra,MODIS,65,6.03,292.4,22.1,D,0,2018-11-01
39.251,-96.8905,326.9,1.1,1.1,1946,Aqua,MODIS,85,6.03,286.8,29.1,D,0,2018-11-01
38.4742,-96.5764,306.4,1.1,1.1,1946,Aqua,MODIS,57,6.03,289.3,8.8,D,0,2018-11-01
41.3996,-95.8768,301.8,1.3,1.1,1947,Aqua,MODIS,49,6.03,288.9,5.7,D,0,2018-11-01
41.2144,-97.0079,301.0,1.2,1.1,1947,Aqua,MODIS,36,6.03,287.0,4.9,D,0,2018-11-01
41.212,-97.002,308.6,1.2,1.1,1947,Aqua,MODIS,67,6.03,287.2,10.3,D,0,2018-11-01
43.524,-93.606,314.1,1.8,1.3,1947,Aqua,MODIS,74,6.03,290.0,28.4,D,0,2018-11-01
41.4113,-95.8635,302.2,1.3,1.1,1947,Aqua,MODIS,12,6.03,289.0,5.7,D,0,2018-11-01
41.4012,-95.8615,310.7,1.3,1.1,1947,Aqua,MODIS,70,6.03,289.3,14.0,D,0,2018-11-01
34.8441,-120.4839,314.0,1.1,1.1,2124,Aqua,MODIS,60,6.03,280.1,12.7,D,0,2018-11-01
37.1577,-119.2845,316.4,1.3,1.1,2124,Aqua,MODIS,65,6.03,290.3,22.3,D,0,2018-11-01
37.1592,-119.2703,305.2,1.3,1.1,2124,Aqua,MODIS,54,6.03,287.7,9.8,D,0,2018-11-01
37.0956,-119.2963,307.2,1.3,1.1,2124,Aqua,MODIS,59,6.03,289.9,11.1,D,0,2018-11-01
37.4762,-112.7109,301.0,3.4,1.7,2124,Aqua,MODIS,41,6.03,280.4,38.1,D,0,2018-11-01
36.652,-119.3744,315.4,1.3,1.1,2124,Aqua,MODIS,71,6.03,293.9,13.3,D,0,2018-11-01
36.5251,-120.2208,322.1,1.2,1.1,2124,Aqua,MODIS,78,6.03,301.9,14.0,D,0,2018-11-01
34.8362,-120.4701,326.8,1.1,1.1,2124,Aqua,MODIS,80,6.03,283.3,26.6,D,0,2018-11-01
35.3703,-119.3019,309.2,1.3,1.1,2124,Aqua,MODIS,42,6.03,284.4,12.9,D,0,2018-11-01
34.8347,-120.4822,364.8,1.1,1.1,2124,Aqua,MODIS,100,6.03,290.2,114.7,D,0,2018-11-01
38.9315,-121.4713,322.8,1.1,1.1,2125,Aqua,MODIS,79,6.03,300.7,16.6,D,0,2018-11-01
38.9331,-121.4585,328.0,1.1,1.1,2125,Aqua,MODIS,83,6.03,301.5,23.8,D,0,2018-11-01
37.9166,-120.0425,333.1,1.3,1.1,2125,Aqua,MODIS,87,6.03,294.0,40.4,D,0,2018-11-01
38.8083,-122.0282,313.9,1.1,1.0,2125,Aqua,MODIS,66,6.03,301.6,5.8,D,0,2018-11-01
39.3422,-121.7022,316.7,1.1,1.1,2125,Aqua,MODIS,72,6.03,301.8,9.7,D,0,2018-11-01
39.3316,-121.9456,313.3,1.1,1.0,2125,Aqua,MODIS,53,6.03,301.1,8.7,D,0,2018-11-01
39.33,-121.9581,319.2,1.1,1.0,2125,Aqua,MODIS,76,6.03,299.5,14.0,D,0,2018-11-01
39.5383,-122.0649,311.4,1.1,1.0,2125,Aqua,MODIS,43,6.03,300.2,5.7,D,0,2018-11-01
39.5367,-122.0774,312.5,1.1,1.0,2125,Aqua,MODIS,49,6.03,301.9,5.8,D,0,2018-11-01
39.6776,-120.9913,356.9,1.2,1.1,2125,Aqua,MODIS,98,6.03,293.5,100.0,D,0,2018-11-01
39.2928,-121.5158,312.7,1.1,1.1,2125,Aqua,MODIS,61,6.03,298.5,7.3,D,0,2018-11-01
39.676,-121.0055,343.0,1.2,1.1,2125,Aqua,MODIS,92,6.03,291.0,61.9,D,0,2018-11-01
39.6817,-120.9847,309.1,1.2,1.1,2125,Aqua,MODIS,61,6.03,291.3,11.4,D,0,2018-11-01
39.6801,-120.999,349.6,1.2,1.1,2125,Aqua,MODIS,95,6.03,292.8,79.2,D,0,2018-11-01
39.6953,-122.2762,335.5,1.1,1.0,2125,Aqua,MODIS,89,6.03,303.1,33.3,D,0,2018-11-01
39.7045,-122.2781,317.2,1.1,1.0,2125,Aqua,MODIS,75,6.03,301.4,9.9,D,0,2018-11-01
40.8741,-121.1235,305.1,1.2,1.1,2125,Aqua,MODIS,32,6.03,291.6,5.4,D,0,2018-11-01
39.2018,-122.2544,321.0,1.1,1.0,2125,Aqua,MODIS,77,6.03,301.8,12.0,D,0,2018-11-01
39.2003,-122.2666,319.4,1.1,1.0,2125,Aqua,MODIS,75,6.03,302.3,10.7,D,0,2018-11-01
37.9182,-120.0282,314.1,1.3,1.1,2125,Aqua,MODIS,62,6.03,292.1,11.7,D,0,2018-11-01
37.9067,-120.0405,369.7,1.3,1.1,2125,Aqua,MODIS,100,6.03,298.7,154.7,D,0,2018-11-01
37.9083,-120.0261,342.0,1.3,1.1,2125,Aqua,MODIS,92,6.03,292.9,59.0,D,0,2018-11-01
39.3483,-121.6511,318.2,1.1,1.1,2125,Aqua,MODIS,74,6.03,298.8,12.5,D,0,2018-11-01
39.3437,-121.6894,324.2,1.1,1.1,2125,Aqua,MODIS,80,6.03,302.1,18.2,D,0,2018-11-01
39.2944,-121.5029,331.5,1.1,1.1,2125,Aqua,MODIS,86,6.03,300.8,30.3,D,0,2018-11-01
39.2494,-121.7166,325.6,1.1,1.0,2125,Aqua,MODIS,81,6.03,306.7,18.1,D,0,2018-11-01
39.251,-121.7039,315.7,1.1,1.0,2125,Aqua,MODIS,69,6.03,304.6,6.9,D,0,2018-11-01
39.1928,-121.6593,313.9,1.1,1.1,2125,Aqua,MODIS,69,6.03,302.6,6.9,D,0,2018-11-01
39.1643,-121.4964,317.7,1.1,1.1,2125,Aqua,MODIS,74,6.03,300.8,11.7,D,0,2018-11-01
39.1592,-121.503,320.8,1.1,1.1,2125,Aqua,MODIS,77,6.03,302.5,13.4,D,0,2018-11-01
38.9953,-122.1364,313.0,1.1,1.0,2125,Aqua,MODIS,63,6.03,300.1,6.6,D,0,2018-11-01
39.0058,-121.9933,313.6,1.1,1.0,2125,Aqua,MODIS,64,6.03,302.4,7.1,D,0,2018-11-01
39.0261,-121.6781,316.9,1.1,1.0,2125,Aqua,MODIS,73,6.03,303.0,10.4,D,0,2018-11-01
43.198,-123.5711,307.6,1.1,1.0,2126,Aqua,MODIS,54,6.03,285.3,8.3,D,0,2018-11-01
43.3522,-123.433,309.9,1.1,1.0,2126,Aqua,MODIS,69,6.03,284.0,10.5,D,0,2018-11-01
43.3199,-123.3392,312.5,1.1,1.0,2126,Aqua,MODIS,73,6.03,285.7,12.2,D,0,2018-11-01
43.189,-123.5684,308.4,1.1,1.0,2126,Aqua,MODIS,63,6.03,287.5,9.2,D,0,2018-11-01
43.1907,-123.5553,305.2,1.1,1.0,2126,Aqua,MODIS,53,6.03,289.3,6.7,D,0,2018-11-01
43.3989,-121.6247,312.5,1.2,1.1,2126,Aqua,MODIS,73,6.03,277.0,17.7,D,0,2018-11-01
43.4005,-121.6103,300.4,1.2,1.1,2126,Aqua,MODIS,20,6.03,276.1,7.2,D,0,2018-11-01
43.389,-121.6241,339.1,1.2,1.1,2126,Aqua,MODIS,91,6.03,277.5,59.3,D,0,2018-11-01
43.1275,-122.1543,306.9,1.2,1.1,2126,Aqua,MODIS,22,6.03,279.2,10.8,D,0,2018-11-01
43.118,-122.1524,308.3,1.2,1.1,2126,Aqua,MODIS,47,6.03,278.9,12.2,D,0,2018-11-01
43.1195,-122.1383,303.5,1.2,1.1,2126,Aqua,MODIS,21,6.03,277.8,8.5,D,0,2018-11-01
42.8821,-123.5959,328.7,1.0,1.0,2126,Aqua,MODIS,86,6.03,287.5,29.1,D,0,2018-11-01
42.8837,-123.5834,311.6,1.0,1.0,2126,Aqua,MODIS,71,6.03,284.4,11.0,D,0,2018-11-01
41.1785,-123.9483,302.2,1.0,1.0,2126,Aqua,MODIS,51,6.03,290.7,4.8,D,0,2018-11-01
45.8798,-122.7155,318.3,1.2,1.1,2127,Aqua,MODIS,57,6.03,280.9,22.7,D,0,2018-11-01
26.5026,-80.8307,300.1,1.1,1.0,330,Terra,MODIS,16,6.03,282.7,5.4,N,0,2018-11-02
33.0068,-110.7712,300.4,1.1,1.0,927,Aqua,MODIS,27,6.03,282.9,7.9,N,2,2018-11-02
26.5063,-80.8195,312.3,2.7,1.6,1537,Terra,MODIS,53,6.03,295.4,20.3,D,0,2018-11-02
27.5784,-80.5232,314.0,2.6,1.6,1537,Terra,MODIS,60,6.03,299.6,21.4,D,0,2018-11-02
27.5837,-80.5165,315.1,2.6,1.6,1537,Terra,MODIS,63,6.03,299.1,25.4,D,0,2018-11-02
26.7638,-80.6675,337.9,2.6,1.6,1537,Terra,MODIS,67,6.03,296.2,140.9,D,0,2018-11-02
33.8766,-98.4321,305.4,1.2,1.1,1714,Terra,MODIS,61,6.03,283.0,9.0,D,0,2018-11-02
32.8683,-94.869,323.4,1.0,1.0,1714,Terra,MODIS,82,6.03,289.4,21.8,D,0,2018-11-02
32.8635,-94.9579,302.9,1.0,1.0,1714,Terra,MODIS,54,6.03,289.5,4.9,D,0,2018-11-02
32.857,-95.036,306.8,1.0,1.0,1714,Terra,MODIS,64,6.03,290.1,6.9,D,0,2018-11-02
32.8031,-94.8058,303.8,1.0,1.0,1714,Terra,MODIS,57,6.03,289.5,5.7,D,0,2018-11-02
32.7918,-95.1541,303.6,1.0,1.0,1714,Terra,MODIS,56,6.03,289.0,5.4,D,0,2018-11-02
33.065,-97.6676,306.1,1.1,1.0,1714,Terra,MODIS,63,6.03,293.0,6.1,D,0,2018-11-02
32.4775,-95.1515,304.1,1.0,1.0,1714,Terra,MODIS,58,6.03,289.0,5.3,D,0,2018-11-02
32.4473,-95.0765,301.6,1.0,1.0,1714,Terra,MODIS,19,6.03,290.9,3.5,D,0,2018-11-02
32.44,-95.089,309.7,1.0,1.0,1714,Terra,MODIS,69,6.03,290.7,8.9,D,0,2018-11-02
32.2625,-94.8369,301.8,1.0,1.0,1714,Terra,MODIS,49,6.03,289.9,4.0,D,0,2018-11-02
32.1685,-94.5305,311.2,1.0,1.0,1714,Terra,MODIS,71,6.03,290.7,10.9,D,0,2018-11-02
31.9284,-94.0795,304.3,1.1,1.0,1714,Terra,MODIS,59,6.03,290.1,6.5,D,0,2018-11-02
32.0943,-95.3054,306.4,1.0,1.0,1714,Terra,MODIS,63,6.03,291.9,6.1,D,0,2018-11-02
31.9076,-94.4649,300.0,1.0,1.0,1714,Terra,MODIS,16,6.03,289.8,3.7,D,0,2018-11-02
32.1235,-95.996,303.8,1.0,1.0,1714,Terra,MODIS,57,6.03,290.8,4.5,D,0,2018-11-02
31.8295,-95.0249,302.9,1.0,1.0,1714,Terra,MODIS,54,6.03,290.0,5.1,D,0,2018-11-02
31.8433,-95.5379,300.8,1.0,1.0,1714,Terra,MODIS,42,6.03,289.7,3.8,D,0,2018-11-02
31.7813,-95.432,304.7,1.0,1.0,1714,Terra,MODIS,59,6.03,289.7,6.2,D,0,2018-11-02
31.5711,-94.3822,300.5,1.1,1.0,1714,Terra,MODIS,37,6.03,290.0,4.1,D,0,2018-11-02
32.3126,-100.4284,308.1,1.4,1.2,1714,Terra,MODIS,66,6.03,275.7,16.9,D,0,2018-11-02
32.3109,-100.4131,305.0,1.4,1.2,1714,Terra,MODIS,60,6.03,275.2,13.7,D,0,2018-11-02
31.7677,-97.5867,304.7,1.1,1.0,1714,Terra,MODIS,58,6.03,293.2,4.7,D,0,2018-11-02
31.3822,-95.3611,311.0,1.0,1.0,1714,Terra,MODIS,71,6.03,290.6,10.2,D,0,2018-11-02
31.3555,-96.1652,305.2,1.0,1.0,1714,Terra,MODIS,61,6.03,293.4,4.5,D,0,2018-11-02
30.5582,-91.6546,300.5,1.5,1.2,1714,Terra,MODIS,37,6.03,289.9,7.5,D,0,2018-11-02
30.4697,-92.1954,310.3,1.4,1.2,1714,Terra,MODIS,70,6.03,290.9,14.9,D,0,2018-11-02
30.4672,-92.1815,305.5,1.4,1.2,1714,Terra,MODIS,62,6.03,290.6,9.9,D,0,2018-11-02
31.6581,-100.3883,304.1,1.4,1.2,1714,Terra,MODIS,58,6.03,288.6,9.7,D,0,2018-11-02
31.0449,-98.2253,308.6,1.1,1.0,1714,Terra,MODIS,65,6.03,293.2,7.5,D,0,2018-11-02
31.0434,-98.2141,304.0,1.1,1.0,1714,Terra,MODIS,51,6.03,293.2,4.2,D,0,2018-11-02
31.0356,-98.2269,304.0,1.1,1.0,1714,Terra,MODIS,23,6.03,293.9,3.8,D,0,2018-11-02
30.2541,-93.3203,300.7,1.2,1.1,1714,Terra,MODIS,22,6.03,290.1,3.8,D,0,2018-11-02
30.9736,-99.2483,304.5,1.2,1.1,1714,Terra,MODIS,56,6.03,293.1,5.4,D,0,2018-11-02
30.6266,-97.849,310.7,1.1,1.0,1714,Terra,MODIS,67,6.03,295.6,8.4,D,0,2018-11-02
32.87,-94.8797,301.5,1.0,1.0,1714,Terra,MODIS,48,6.03,290.0,4.4,D,0,2018-11-02
33.6767,-95.9601,307.0,1.0,1.0,1714,Terra,MODIS,65,6.03,290.6,6.7,D,0,2018-11-02
33.6751,-95.9494,303.7,1.0,1.0,1714,Terra,MODIS,57,6.03,290.2,4.7,D,0,2018-11-02
33.6412,-96.0333,302.9,1.0,1.0,1714,Terra,MODIS,54,6.03,291.3,4.4,D,0,2018-11-02
33.3084,-94.0235,300.4,1.0,1.0,1714,Terra,MODIS,28,6.03,289.9,4.1,D,0,2018-11-02
33.3066,-94.0125,300.2,1.0,1.0,1714,Terra,MODIS,25,6.03,290.2,4.1,D,0,2018-11-02
33.2999,-94.0205,307.8,1.0,1.0,1714,Terra,MODIS,66,6.03,288.7,9.1,D,0,2018-11-02
26.9663,-99.0685,314.9,1.1,1.0,1715,Terra,MODIS,69,6.03,296.9,9.6,D,0,2018-11-02
28.2166,-98.5879,307.1,1.1,1.0,1715,Terra,MODIS,54,6.03,295.5,5.6,D,0,2018-11-02
28.218,-98.5986,308.1,1.1,1.0,1715,Terra,MODIS,57,6.03,295.2,6.4,D,0,2018-11-02
29.6307,-98.1695,306.7,1.1,1.0,1715,Terra,MODIS,61,6.03,295.8,5.2,D,0,2018-11-02
29.5442,-100.2033,307.4,1.3,1.1,1715,Terra,MODIS,62,6.03,293.6,9.2,D,0,2018-11-02
29.5426,-100.1901,332.3,1.3,1.1,1715,Terra,MODIS,87,6.03,294.4,44.2,D,0,2018-11-02
26.5483,-80.6402,319.7,1.0,1.0,1847,Aqua,MODIS,77,6.03,296.8,11.0,D,0,2018-11-02
26.5039,-80.8333,317.0,1.0,1.0,1847,Aqua,MODIS,70,6.03,277.8,13.1,D,0,2018-11-02
26.4991,-80.5895,329.3,1.1,1.0,1847,Aqua,MODIS,64,6.03,291.7,26.3,D,0,2018-11-02
26.5005,-80.5791,332.7,1.1,1.0,1847,Aqua,MODIS,66,6.03,290.0,31.4,D,0,2018-11-02
48.7387,-118.2289,320.4,1.1,1.1,1848,Terra,MODIS,80,6.03,279.4,25.2,D,0,2018-11-02
29.8809,-91.8821,307.2,2.8,1.6,1848,Aqua,MODIS,38,6.03,291.1,29.0,D,0,2018-11-02
29.8869,-91.8541,318.4,2.8,1.6,1848,Aqua,MODIS,78,6.03,290.7,68.1,D,0,2018-11-02
48.1831,-117.9651,304.1,1.1,1.0,1848,Terra,MODIS,58,6.03,279.1,10.2,D,0,2018-11-02
48.7369,-118.2146,301.3,1.1,1.1,1848,Terra,MODIS,46,6.03,278.8,8.6,D,0,2018-11-02
45.825,-121.2638,328.4,1.3,1.1,1849,Terra,MODIS,86,6.03,285.7,41.8,D,0,2018-11-02
46.4962,-120.3376,301.1,1.2,1.1,1849,Terra,MODIS,25,6.03,290.8,4.1,D,0,2018-11-02
46.4863,-120.34,326.1,1.2,1.1,1849,Terra,MODIS,84,6.03,291.4,32.1,D,0,2018-11-02
46.4845,-120.3239,307.6,1.2,1.1,1849,Terra,MODIS,66,6.03,290.2,9.6,D,0,2018-11-02
46.3051,-120.6317,302.4,1.3,1.1,1849,Terra,MODIS,52,6.03,290.5,6.6,D,0,2018-11-02
46.3905,-121.7617,321.7,1.4,1.2,1849,Terra,MODIS,77,6.03,276.0,39.1,D,0,2018-11-02
45.7496,-117.6813,355.8,1.0,1.0,1849,Terra,MODIS,98,6.03,284.0,78.3,D,0,2018-11-02
45.7478,-117.6685,348.9,1.0,1.0,1849,Terra,MODIS,95,6.03,283.1,62.4,D,0,2018-11-02
45.7389,-117.6709,319.4,1.0,1.0,1849,Terra,MODIS,79,6.03,277.9,19.8,D,0,2018-11-02
45.6607,-117.3052,319.3,1.0,1.0,1849,Terra,MODIS,69,6.03,281.1,18.8,D,0,2018-11-02
45.6589,-117.2925,317.8,1.0,1.0,1849,Terra,MODIS,0,6.03,280.7,17.7,D,0,2018-11-02
45.665,-117.7379,340.5,1.0,1.0,1849,Terra,MODIS,92,6.03,286.1,47.1,D,0,2018-11-02
45.6632,-117.7248,317.8,1.0,1.0,1849,Terra,MODIS,78,6.03,284.7,17.4,D,0,2018-11-02
45.656,-117.7404,328.2,1.0,1.0,1849,Terra,MODIS,85,6.03,285.8,28.1,D,0,2018-11-02
45.6542,-117.7272,342.8,1.0,1.0,1849,Terra,MODIS,93,6.03,285.5,51.4,D,0,2018-11-02
45.6524,-117.7142,318.0,1.0,1.0,1849,Terra,MODIS,78,6.03,283.7,17.8,D,0,2018-11-02
45.9997,-121.3912,301.8,1.4,1.2,1849,Terra,MODIS,21,6.03,284.2,9.7,D,0,2018-11-02
45.998,-121.3748,314.1,1.4,1.2,1849,Terra,MODIS,74,6.03,285.4,22.2,D,0,2018-11-02
45.9893,-121.3932,316.3,1.4,1.2,1849,Terra,MODIS,77,6.03,282.3,25.0,D,0,2018-11-02
45.9877,-121.3769,330.6,1.4,1.2,1849,Terra,MODIS,87,6.03,285.0,48.5,D,0,2018-11-02
45.5866,-118.0484,312.7,1.0,1.0,1849,Terra,MODIS,73,6.03,282.6,14.9,D,0,2018-11-02
45.5776,-118.0509,314.1,1.0,1.0,1849,Terra,MODIS,74,6.03,281.4,15.8,D,0,2018-11-02
45.869,-121.2133,326.2,1.3,1.1,1849,Terra,MODIS,84,6.03,285.4,37.9,D,0,2018-11-02
45.8588,-121.2156,322.3,1.3,1.1,1849,Terra,MODIS,82,6.03,285.1,32.7,D,0,2018-11-02
45.8538,-121.2689,354.5,1.3,1.1,1849,Terra,MODIS,98,6.03,288.0,112.9,D,0,2018-11-02
45.8521,-121.252,337.1,1.3,1.1,1849,Terra,MODIS,90,6.03,286.5,59.6,D,0,2018-11-02
45.8285,-121.2976,317.4,1.3,1.1,1849,Terra,MODIS,78,6.03,285.1,25.9,D,0,2018-11-02
45.8267,-121.2808,407.7,1.3,1.1,1849,Terra,MODIS,100,6.03,295.8,465.5,D,0,2018-11-02
47.2997,-120.0664,311.6,1.2,1.1,1849,Terra,MODIS,62,6.03,286.8,15.8,D,2,2018-11-02
46.6807,-116.9339,309.4,1.0,1.0,1849,Terra,MODIS,52,6.03,276.4,12.3,D,0,2018-11-02
46.6789,-116.9209,332.9,1.0,1.0,1849,Terra,MODIS,67,6.03,280.3,36.4,D,0,2018-11-02
46.1128,-116.5817,311.5,1.0,1.0,1849,Terra,MODIS,71,6.03,282.5,13.5,D,0,2018-11-02
46.5257,-120.3301,300.6,1.2,1.1,1849,Terra,MODIS,38,6.03,287.8,4.7,D,0,2018-11-02
44.5873,-124.0403,301.3,1.8,1.3,1850,Terra,MODIS,0,6.03,285.6,12.5,D,0,2018-11-02
42.6828,-111.6037,307.5,1.5,1.2,1850,Terra,MODIS,47,6.03,280.9,16.2,D,2,2018-11-02
42.6792,-111.5859,325.5,1.5,1.2,1850,Terra,MODIS,79,6.03,283.8,45.1,D,2,2018-11-02
43.8503,-121.7752,324.4,1.3,1.1,1850,Terra,MODIS,83,6.03,284.3,38.0,D,0,2018-11-02
43.8486,-121.7589,308.7,1.3,1.1,1850,Terra,MODIS,67,6.03,283.4,16.9,D,0,2018-11-02
41.7682,-113.9155,318.9,1.2,1.1,1850,Terra,MODIS,79,6.03,291.8,20.6,D,0,2018-11-02
41.7656,-113.9008,321.2,1.2,1.1,1850,Terra,MODIS,81,6.03,291.3,23.9,D,0,2018-11-02
44.5995,-122.8915,303.4,1.5,1.2,1850,Terra,MODIS,56,6.03,288.3,10.5,D,0,2018-11-02
39.8172,-121.938,311.8,1.2,1.1,1851,Terra,MODIS,60,6.03,297.5,8.1,D,0,2018-11-02
39.6758,-120.9985,325.2,1.1,1.1,1851,Terra,MODIS,83,6.03,285.4,27.5,D,0,2018-11-02
39.6743,-120.986,301.3,1.1,1.1,1851,Terra,MODIS,30,6.03,286.8,5.0,D,0,2018-11-02
39.1049,-122.1938,308.0,1.2,1.1,1851,Terra,MODIS,62,6.03,292.0,7.1,D,0,2018-11-02
39.0921,-121.6663,316.4,1.2,1.1,1851,Terra,MODIS,75,6.03,296.2,13.0,D,0,2018-11-02
